id	pubchemid	casrn	chemical_name	substance_type	pmid	experiment_type	cell_tissue_microbe_strain	test_organism	test_organism_lifestage	administration_method	target_organism	unit	administered_dose_range	significant_dose_range	time_to_death_of_target_organism_in_minutes	anthelminthic_efficacy_in_percent	therapeutic_action
RID00031	CID:12560	CAS:114-07-8	Erythromycin	Compound	33075142	In vitro	Rs31 (From Atlantic salmon kidney; 2018)				Renibacterium salmoninarum	μg/mL	0.06	0.06	-	-	Antibacterial
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	32720097	In vitro	20140722001-1 (Vp471)				Vibrio parahaemolyticus	mg/L	14.0-18.0	14.0-18.0	-	-	Antibacterial
RID00031	CID:12560	CAS:114-07-8	Erythromycin	Compound	33075142	In vitro	Rs32 (From Atlantic salmon kidney; 2018)				Renibacterium salmoninarum	μg/mL	0.06	0.06	-	-	Antibacterial
RID00031	CID:12560	CAS:114-07-8	Erythromycin	Compound	33075142	In vitro	Rs34 (From Atlantic salmon kidney; 2018)				Renibacterium salmoninarum	μg/mL	0.03	0.03	-	-	Antibacterial
RID00031	CID:12560	CAS:114-07-8	Erythromycin	Compound	33075142	In vitro	Rs35 (From Atlantic salmon kidney; 2018)				Renibacterium salmoninarum	μg/mL	0.03	0.03	-	-	Antibacterial
RID00031	CID:12560	CAS:114-07-8	Erythromycin	Compound	33075142	In vitro	S-1 (From Coho salmon spleen; 2014)				Renibacterium salmoninarum	μg/mL	0.25	0.25	-	-	Antibacterial
RID00031	CID:12560	CAS:114-07-8	Erythromycin	Compound	37970451	In vitro					Klebsiella pneumoniae	μg/mL	128.0	128.0	-	-	Antibacterial
RID00031	CID:12560	CAS:114-07-8	Erytromycine	Compound	17292447	In vitro	Bacteria				Vibrio fischeri	mg/L	100.0	100.0	-	-	Antibacterial
RID00310	CID:7628	CAS:10043-35-3	Boric acid	Compound	30536642	In vitro	CBS 223.65				Saprolegnia parasitica	ppm	1000.0	1000.0	-	-	Antimicrobial
RID00310	CID:7628	CAS:10043-35-3	Boric acid	Compound	30536642	In vitro	ITT 290/15/15				Saprolegnia delica	ppm	1000.0	1000.0	-	-	Antimicrobial
RID00031	CID:12560	CAS:114-07-8	Erythromycin	Compound	33075142	In vitro	Rs33 (From Atlantic salmon kidney; 2018)				Renibacterium salmoninarum	μg/mL	0.03	0.03	-	-	Antibacterial
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	32720097	In vitro	20140723005 (Vp472)				Vibrio parahaemolyticus	mg/L	14.0-20.0	14.0-20.0	-	-	Antibacterial
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	32720097	In vitro	20140829008-1 (Vp481)				Vibrio parahaemolyticus	mg/L	12.0-18.0	12.0-18.0	-	-	Antibacterial
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	32720097	In vitro	20150710009-1 (Vp571)				Vibrio parahaemolyticus	mg/L	14.0-18.0	14.0-18.0	-	-	Antibacterial
RID00322	CID:84029	CAS:81103-11-9	Clarithromycin	Compound	37970451	In vitro					Klebsiella pneumoniae	μg/mL	64.0	64.0	-	-	Antibacterial
RID00324	CID:8530	CAS:130-15-4	1,4-naphthoquinone	Compound	38522112	In vivo		Carassius auratus			Gyrodactylus kobayashii	mg/L	0.047	0.047	-	-	Antiparasitic
RID00325	CID:86325777	CAS:775351-88-7	Corylifol A	Compound	38518713	In vitro	AF364041.1				Tetrahymena piriformis	mg/L	0.78125-25.0	6.25-25.0	-	-	Antiparasitic
RID00326	CID:8718	CAS:137-18-8	2,5-dimethyl-1,4-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	Gyrodactylus kobayashii	mg/L	0.243	0.243	-	-	Anthelmintic
RID00327	CID:875	CAS:87-69-4	Tartaric acid	Compound	30536642	In vitro	CBS 223.65				Saprolegnia parasitica	ppm	500.0	500.0	-	-	Antimicrobial
RID00327	CID:875	CAS:87-69-4	Tartaric acid	Compound	30536642	In vitro	ITT 290/15/15				Saprolegnia delica	ppm	1000.0	1000.0	-	-	Antimicrobial
RID00327	CID:875	CAS:87-69-4	Tartaric acid	Compound	30536642	In vitro	ITT 320/15/20				Saprolegnia parasitica	ppm	500.0	500.0	-	-	Antimicrobial
RID00320	CID:8378	CAS:1404-04-2	Neomycin	Compound	38659458	In vitro	LY21811				Nocardia seriolae	µg/tablet	30.0	30.0	-	-	Antibacterial
RID00328	CID:892	CAS:87-89-8	Myo-inositol	Compound	30184134	In vivo		Cyprinus carpio			Aeromonas hydrophila	mg/kg	50.0	50.0	-	-	Antibacterial
RID00328	CID:892	CAS:87-89-8	Myo-inositol	Compound	30184134	In vivo		Cyprinus carpio		Oral	Aeromonas hydrophila	mg/kg	50.0	50.0	-	-	Antibacterial
RID00329	CID:91466	CAS:519-02-8	Matrine	Compound	38659458	In vitro	LY21811				Nocardia seriolae	mg/mL	0.5	0.5	-	-	Antibacterial
RID00033	CID:12867	CAS:719-22-2	2,6-di-tert-butyl-1,4-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	Gyrodactylus kobayashii	mg/L	6.602	6.602	-	-	Anthelmintic
RID00333	CID:92965	CAS:511-15-9	Totarol	Compound	39387133	In vitro	ALM- 00- 173				Flavobacterium covae	mg/L	428.7	428.7	-	-	Antibacterial
RID00334	CID:9415	CAS:315-22-0	Monocrotaline	Compound	34451443	In vitro	Bacteria				Vibrio Harvey	μM	0.1-10.0	10.0	-	-	Antibacterial
RID00335	CID:9547215	CAS:465-21-4	Bufalin	Compound	38289115	In vitro	EPC cells/Sn1203 strain	Pimephales promelas			Infectious hematopoietic necrosis virus (IHNV)	μM	0.05-0.5	0.05-0.5	-	-	Antiviral
RID00335	CID:9547215	CAS:465-21-4	Bufalin	Compound	38289115	In vitro	Epithelioma Papulosum cyprini (EPC) cells/Sn1203 strain	Pimephales promelas			Infectious hematopoietic necrosis virus (IHNV)	μM	0.1223-0.5	0.1223-0.5	-	-	Antiviral
RID00328	CID:892	CAS:87-89-8	Myo-inositol	Compound	30184134	In vivo		Cyprinus carpio		Injected	Aeromonas hydrophila	mg/kg	50.0	50.0	-	-	Antibacterial
RID00336	CID:9552081	CAS:18472-51-0	Chlorhexidine gluconate	Compound	35782554	In vitro	MT912581				Saprolegnia parasitica	mg/L	50.0-1000.0	50.0-1000.0	-	-	Anti-oomycete
RID00320	CID:8378	CAS:1404-04-2	Neomycin	Compound	35884183	In vitro	Bacteria			Dosed with 1 µg/mL of Quercetin	Aeromonas hydrophila	μg/mL	0.625	0.625	-	-	Antibacterial
RID00032	CID:12771	CAS:697-91-6	2,6-dichloro-1,4-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	Gyrodactylus kobayashii	mg/L	0.113	0.113	-	-	Anthelmintic
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	32720097	In vitro	20150916005-2 (Vc591)				Vibrio campbellii	mg/L	10.0-16.0	10.0-16.0	-	-	Antibacterial
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	32720097	In vitro	20151115018-2 (Vc5b1)				Vibrio campbellii	mg/L	10.0-14.0	10.0-14.0	-	-	Antibacterial
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	32720097	In vitro	20151115021-3 (Vc5b2)				Vibrio campbellii	mg/L	10.0-16.0	10.0-16.0	-	-	Antibacterial
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	32720097	In vitro	20151116002-3 (Vp5b1)				Vibrio parahaemolyticus	mg/L	14.0-20.0	14.0-20.0	-	-	Antibacterial
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	32720097	In vitro	20160303005-1 (Vp631)				Vibrio parahaemolyticus	mg/L	12.0-18.0	12.0-18.0	-	-	Antibacterial
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	32720097	In vitro	20170729002HP-S01 (Vo771)				Vibrio owensii	mg/L	10.0-14.0	10.0-14.0	-	-	Antibacterial
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	32966864	In vitro	Bacteria siolated from Colossoma macropomum				Aeromonas hydrophila	mL/L	7.5	7.5	-	-	Antibacterial
RID00320	CID:8378	CAS:1404-04-2	Neomycin	Compound	32207876	In vitro	Bacteria				Aeromonas caviae	μg	300.0	300.0	-	-	Antibacterial
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	33580364	Microcosm	Phytoplanktons				Cyanobacterial blooms (dominated by Microcystis)	mg/L	2.0-12.0	5.0-12.0	-	-	Algaecide
RID00318	CID:8215	CAS:112-85-6	Behenic Acid	Compound	38353487	In vitro	MTCC: 1739				Aeromonas hydrophila	mg/mL	1.0	1.0	-	-	Antibacterial
RID00318	CID:8215	CAS:112-85-6	Behenic Acid	Compound	38353487	In vitro	MTCC: 1739				Aeromonas hydrophila	μg/mL	50.0	50.0	-	-	Antibacterial
RID00318	CID:8215	CAS:112-85-6	Behenic Acid	Compound	38353487	In vitro	MTCC: 451				Vibrio parahaemolyticus	mg/mL	1.0	1.0	-	-	Antibacterial
RID00318	CID:8215	CAS:112-85-6	Behenic Acid	Compound	38353487	In vitro	MTCC: 451				Vibrio parahaemolyticus	μg/mL	50.0	50.0	-	-	Antibacterial
RID00318	CID:8215	CAS:112-85-6	Behenic Acid	Compound	38353487	In vivo		Danio rerio			Aeromonas hydrophila	μg/day	25.0-100.0	25.0-100.0	-	-	Antibacterial
RID00318	CID:8215	CAS:112-85-6	Behenic Acid	Compound	38353487	In vivo		Danio rerio			Vibrio parahaemolyticus	μg/day	25.0-100.0	25.0-100.0	-	-	Antibacterial
RID00319	CID:8371	CAS:118-75-2	Tetrachloro-1,4-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	Gyrodactylus kobayashii	mg/L	0.095	0.095	-	-	Anthelmintic
RID00317	CID:807	CAS:7553-56-2	Iodine	Compound	31322740	In vitro	E‐11 cell	Channa striata			Tilapia lake virus (TiLV)	ppm	2.5	2.5	-	-	Antiviral
RID10025			Aloe barbadensis leaf extract	Mixture	33747562	In vivo		Cyprinus carpio	Juvenile	Diet		%	0.2-1.6	0.4-0.8	-	-	Immunostimulant
RID10025			Aloe barbadensis leaf extract	Mixture	35002422	In vivo		Oreochromis niloticus	Fry	Feed		%	1.0-3.0	1.0-3.0	-	-	Biochemistry modulator
RID10025			Aloe barbadensis leaf extract	Mixture	35002422	In vivo		Oreochromis niloticus	Fry	Feed		%	1.0-3.0	1.0-3.0	-	-	Fat modulator
RID10053			Boswellia carterii essential oil	Mixture	34206270	In vitro	Bacteria				Aeromonas bestiarum	µL	15.0	15.0	-	-	Antibacterial
RID10053			Boswellia carterii essential oil	Mixture	34206270	In vitro	Bacteria				Aeromonas salmonicida	µL	15.0	15.0	-	-	Antibacterial
RID10053			Boswellia carterii essential oil	Mixture	34206270	In vitro	Bacteria				Aeromonas spp.	µL	15.0	15.0	-	-	Antibacterial
RID10053			Boswellia carterii essential oil	Mixture	34206270	In vitro	Bacteria				Enterococcus aquimarinus	µL	15.0	15.0	-	-	Antibacterial
RID10053			Boswellia carterii essential oil	Mixture	34206270	In vitro	Bacteria				Enterococcus faecium	µL	15.0	15.0	-	-	Antibacterial
RID10053			Boswellia carterii essential oil	Mixture	34206270	In vitro	Bacteria				Enterococcus moravensis	µL	15.0	15.0	-	-	Antibacterial
RID10053			Boswellia carterii essential oil	Mixture	34206270	In vitro	Bacteria				Escherichia vulgaris	µL	15.0	15.0	-	-	Antibacterial
RID10053			Boswellia carterii essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas fluorescens	µL	15.0	15.0	-	-	Antibacterial
RID10053			Boswellia carterii essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas frederiksbergensis	µL	15.0	15.0	-	-	Antibacterial
RID10053			Boswellia carterii essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas gessardii	µL	15.0	15.0	-	-	Antibacterial
RID10053			Boswellia carterii essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas ludensis	µL	15.0	15.0	-	-	Antibacterial
RID10053			Boswellia carterii essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas proteolitica	µL	15.0	15.0	-	-	Antibacterial
RID10053			Boswellia carterii essential oil	Mixture	34206270	In vitro	Bacteria				Shewanella baltica	µL	15.0	15.0	-	-	Antibacterial
RID10053			Boswellia carterii essential oil	Mixture	34206270	In vitro	Bacteria				Vagococcus spp.	µL	15.0	15.0	-	-	Antibacterial
RID10053			Boswellia carterii essential oil	Mixture	34206270	In vitro	Bacteria				Yersinia enterocolitica	µL	15.0	15.0	-	-	Antibacterial
RID10053			Boswellia carterii essential oil	Mixture	34206270	In vitro	Bacteria				Aerococcus viridans	µL	15.0	15.0	-	-	Antibacterial
RID10053			Boswellia carterii essential oil	Mixture	34206270	In vitro	Bacteria				Aerococcus spp.	µL	15.0	15.0	-	-	Antibacterial
RID20003			Biological chitosan nanoparticles	Nanomaterial	40241168	In vivo		Clarias gariepinus		Feed		g/kg	3.0	3.0	-	-	Biochemistry modulator
RID20003			Biological chitosan nanoparticles	Nanomaterial	40241168	In vivo		Clarias gariepinus		Feed		g/kg	3.0	3.0	-	-	Anti-inflammatory
RID10046			Astragalus+Angelica archangelica+Crataegus+Glycyrrhiza glabra+Lonicera	Mixture	37453492	In vivo		Hybrid grouper		Feed		%	0.5-2.0	0.5-2.0	-	-	Enhance survival
RID10046			Astragalus+Angelica archangelica+Crataegus+Glycyrrhiza glabra+Lonicera	Mixture	37453492	In vivo		Hybrid grouper		Feed		%	0.5-2.0	0.5-2.0	-	-	Growth promoter
RID10046			Astragalus+Angelica archangelica+Crataegus+Glycyrrhiza glabra+Lonicera	Mixture	37453492	In vivo		Hybrid grouper		Feed		%	0.5-2.0	0.5-2.0	-	-	Immunostimulant
RID10046			Astragalus+Angelica archangelica+Crataegus+Glycyrrhiza glabra+Lonicera	Mixture	37453492	In vivo		Hybrid grouper		Feed		%	0.5-2.0	0.5-2.0	-	-	Reduce FCR (Feed Conversion Rate)
RID10046			Astragalus+Angelica archangelica+Crataegus+Glycyrrhiza glabra+Lonicera	Mixture	37453492	In vivo		Hybrid grouper		Feed		%	1.0-2.0	1.0-2.0	-	-	Weight gain
RID10046			Astragalus+Angelica archangelica+Crataegus+Glycyrrhiza glabra+Lonicera	Mixture	37453492	In vivo		Hybrid grouper		Feed	Vibrio harveyi	%	0.5-2.0	0.5-2.0	-	-	Immunostimulant
RID10046			Astragalus+Angelica archangelica+Crataegus+Glycyrrhiza glabra+Lonicera	Mixture	37453492	In vivo		Hybrid grouper (Epinephelus fuscoguttatus x Epinephelus lanceolatus)				%	0.5	0.5	-	-	Weight gain
RID10053			Boswellia carterii essential oil	Mixture	34206270	In vitro	Bacteria				Yersinia ruckeri	µL	15.0	15.0	-	-	Antibacterial
RID10048			Aucklandia lappa root extract	Compound	31614964	In vitro	WS05				Aeromonas hydrophila	mg/mL	62.5	62.5	-	-	Antibacterial
RID10051			Bidens pilosa whole plant extract	Mixture	39138417	In vivo		Oreochromis spp.		Feed		%	0.5-1.0	0.5-1.0	-	-	Biochemistry modulator
RID10051			Bidens pilosa whole plant extract	Mixture	39138417	In vivo		Oreochromis spp.		Feed		%	1.0	1.0	-	-	Growth promoter
RID10051			Bidens pilosa whole plant extract	Mixture	39138417	In vivo		Oreochromis spp.		Feed		%	1.0	1.0	-	-	Reduce FCR (Feed Conversion Rate)
RID10051			Bidens pilosa whole plant extract	Mixture	39138417	In vivo		Oreochromis spp.		Feed		%	1.0	1.0	-	-	Weight gain
RID10052			BioFish	Mixture	31679532	In vitro	Parasite				Neoechinorhynchus buttnerae	mg/mL	0.078-1.25	0.313-1.25	-	-	Antiparasitic
RID00041	CID:135430323	CAS:20004-62-0	Heliomycin	Compound	33429926	In vitro	Bacteria				Aeromonas hydrophila	μg/mL	2048.0	2048.0	-	-	Antibacterial
RID00041	CID:135430323	CAS:20004-62-0	Heliomycin	Compound	33429926	In vitro	Bacteria				Pseudomonas fluorescens	μg/mL	512.0-1024.0	512.0-1024.0	-	-	Antibacterial
RID10051			Bidens pilosa whole plant extract	Mixture	39138417	In vivo		Oreochromis spp.		Feed		%	1.0	1.0	-	-	Antioxidant
RID10053			Boswellia carterii essential oil	Mixture	34206270	In vitro	Bacteria				Yersinia spp.	µL	15.0	15.0	-	-	Antibacterial
RID10054			Boswellia carterii resin extract	Mixture	34206270	In vitro	Bacteria				Aerococcus spp.	µL/mL	6.25	6.25	-	-	Antibacterial
RID10054			Boswellia carterii resin extract	Mixture	34206270	In vitro	Bacteria				Aerococcus viridans	µL/mL	6.25	6.25	-	-	Antibacterial
RID10055			Buffered vinegar	Mixture	31960971	In vitro	ŽM655				Shewanella xiamenensis	mg/mL	3.13	3.13	-	-	Antibacterial
RID10056			Bupleurum chinense root extract	Compound	31614964	In vitro	WS05				Aeromonas hydrophila	mg/mL	250.0	250.0	-	-	Antibacterial
RID10057			Bupleurum chinense root methanol extract	Mixture	25266906	In vitro	Gills	Carassius auratus			Dactylogyrus species	mg/L	8.48	8.48	-	-	Anthelmintic
RID10058			Cadmium chloride+Biological chitosan nanoparticles	Mixture	40241168	In vivo		Clarias gariepinus		Feed		mg/L+g/kg	5.64+3	5.64+3	-	-	Antidote
RID10061			Canarium luzonicum essential oil	Mixture	34206270	In vitro	Bacteria				Aerococcus spp.	µL	15.0	15.0	-	-	Antibacterial
RID10061			Canarium luzonicum essential oil	Mixture	34206270	In vitro	Bacteria				Aerococcus viridans	µL	15.0	15.0	-	-	Antibacterial
RID10061			Canarium luzonicum essential oil	Mixture	34206270	In vitro	Bacteria				Aeromonas bestiarum	µL	15.0	15.0	-	-	Antibacterial
RID10055			Buffered vinegar	Mixture	31960971	In vitro	ŽM654				Shewanella putrefaciens	mg/mL	3.13	3.13	-	-	Antibacterial
RID10061			Canarium luzonicum essential oil	Mixture	34206270	In vitro	Bacteria				Aeromonas salmonicida	µL	15.0	15.0	-	-	Antibacterial
RID10061			Canarium luzonicum essential oil	Mixture	34206270	In vitro	Bacteria				Enterococcus aquimarinus	µL	15.0	15.0	-	-	Antibacterial
RID10061			Canarium luzonicum essential oil	Mixture	34206270	In vitro	Bacteria				Enterococcus faecium	µL	15.0	15.0	-	-	Antibacterial
RID10061			Canarium luzonicum essential oil	Mixture	34206270	In vitro	Bacteria				Enterococcus moravensis	µL	15.0	15.0	-	-	Antibacterial
RID10061			Canarium luzonicum essential oil	Mixture	34206270	In vitro	Bacteria				Escherichia vulgaris	µL	15.0	15.0	-	-	Antibacterial
RID10061			Canarium luzonicum essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas fluorescens	µL	15.0	15.0	-	-	Antibacterial
RID10061			Canarium luzonicum essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas frederiksbergensis	µL	15.0	15.0	-	-	Antibacterial
RID10061			Canarium luzonicum essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas gessardii	µL	15.0	15.0	-	-	Antibacterial
RID10061			Canarium luzonicum essential oil	Mixture	34206270	In vitro	Bacteria				Aeromonas spp.	µL	15.0	15.0	-	-	Antibacterial
RID10046			Astragalus+Angelica archangelica+Crataegus+Glycyrrhiza glabra+Lonicera	Mixture	37453492	In vivo		Hybrid grouper		Feed		%	0.5-2.0	0.5-2.0	-	-	Biochemistry modulator
RID10055			Buffered vinegar	Mixture	31960971	In vitro	ŽM652				Pseudomonas psychrophila	mg/mL	3.13	3.13	-	-	Antibacterial
RID10054			Boswellia carterii resin extract	Mixture	34206270	In vitro	Bacteria				Yersinia spp.	µL/mL	6.25	6.25	-	-	Antibacterial
RID10054			Boswellia carterii resin extract	Mixture	34206270	In vitro	Bacteria				Aeromonas bestiarum	µL/mL	6.25	6.25	-	-	Antibacterial
RID10054			Boswellia carterii resin extract	Mixture	34206270	In vitro	Bacteria				Aeromonas salmonicida	µL/mL	12.5	12.5	-	-	Antibacterial
RID10054			Boswellia carterii resin extract	Mixture	34206270	In vitro	Bacteria				Aeromonas spp.	µL/mL	12.5	12.5	-	-	Antibacterial
RID10054			Boswellia carterii resin extract	Mixture	34206270	In vitro	Bacteria				Enterococcus aquimarinus	µL/mL	3.12	3.12	-	-	Antibacterial
RID10054			Boswellia carterii resin extract	Mixture	34206270	In vitro	Bacteria				Enterococcus faecium	µL/mL	3.12	3.12	-	-	Antibacterial
RID10054			Boswellia carterii resin extract	Mixture	34206270	In vitro	Bacteria				Enterococcus moravensis	µL/mL	3.12	3.12	-	-	Antibacterial
RID10054			Boswellia carterii resin extract	Mixture	34206270	In vitro	Bacteria				Escherichia vulgaris	µL/mL	25.0	25.0	-	-	Antibacterial
RID10055			Buffered vinegar	Mixture	31960971	In vitro	ŽM648				Pseudomonas fragi	mg/mL	3.13	3.13	-	-	Antibacterial
RID10054			Boswellia carterii resin extract	Mixture	34206270	In vitro	Bacteria				Pseudomonas fluorescens	µL/mL	25.0	25.0	-	-	Antibacterial
RID10054			Boswellia carterii resin extract	Mixture	34206270	In vitro	Bacteria				Pseudomonas gessardii	µL/mL	25.0	25.0	-	-	Antibacterial
RID10054			Boswellia carterii resin extract	Mixture	34206270	In vitro	Bacteria				Pseudomonas lundensis	µL/mL	25.0	25.0	-	-	Antibacterial
RID10054			Boswellia carterii resin extract	Mixture	34206270	In vitro	Bacteria				Pseudomonas proteolitica	µL/mL	12.5	12.5	-	-	Antibacterial
RID10054			Boswellia carterii resin extract	Mixture	34206270	In vitro	Bacteria				Shewanella baltica	µL/mL	12.5	12.5	-	-	Antibacterial
RID10054			Boswellia carterii resin extract	Mixture	34206270	In vitro	Bacteria				Vagococcus spp.	µL/mL	12.5	12.5	-	-	Antibacterial
RID10054			Boswellia carterii resin extract	Mixture	34206270	In vitro	Bacteria				Yersinia enterocolitica	µL/mL	6.25	6.25	-	-	Antibacterial
RID10054			Boswellia carterii resin extract	Mixture	34206270	In vitro	Bacteria				Yersinia ruckeri	µL/mL	12.5	12.5	-	-	Antibacterial
RID10054			Boswellia carterii resin extract	Mixture	34206270	In vitro	Bacteria				Pseudomonas frederiksbergensis	µL/mL	25.0	25.0	-	-	Antibacterial
RID10046			Astragalus+Angelica archangelica+Crataegus+Glycyrrhiza glabra+Lonicera	Mixture	37453492	In vivo		Hybrid grouper		Feed		%	0.5-2.0	0.5-2.0	-	-	Antioxidant
RID10045			Astragalus Polysaccharide	Mixture	37894188	In vivo		Micropterus salmoides		Diet	Nocardia seriolae	mg/kg	200.0	200.0	-	-	Immunostimulant
RID10045			Astragalus Polysaccharide	Mixture	37894188	In vivo		Micropterus salmoides		Diet	Nocardia seriolae	mg/kg	200.0	200.0	-	-	Antibacterial
RID10036			Arachis hypogaea shell ethyl acetate extract	Mixture	37237796	In vitro	Bacteria				Aeromonas hydrophila	μg/mL	500.0	500.0	-	-	Antibacterial
RID10037			Arachis hypogaea shell hexane extract	Mixture	37237796	In vitro	Bacteria				Aeromonas hydrophila	μg/mL	500.0	500.0	-	-	Antibacterial
RID10038			Arachis hypogaea shell methanol extract	Mixture	37237796	In vitro	Bacteria				Aeromonas hydrophila	μg/mL	250.0	250.0	-	-	Antibacterial
RID10039			Arachis hypogaea shell petroleum ether extract	Mixture	37237796	In vitro	Bacteria				Aeromonas hydrophila	μg/mL	500.0	500.0	-	-	Antibacterial
RID00349			Arctigenin derivative TZOA	Compound	40015160	In vitro	EPC cells infected with virus				Infectious hematopoietic necrosis virus (IHNV)	μM	0.25-25.0	4.0-25.0	-	-	Antiviral
RID00349			Arctigenin derivative TZOA	Compound	40015160	In vivo		Oncorhynchus mykiss	Juvenile	Immersion (Horizontal transfer of disease)	Infectious hematopoietic necrosis virus (IHNV)	μM	25.0	25.0	-	-	Antiviral
RID00349			Arctigenin derivative TZOA	Compound	40015160	In vivo		Oncorhynchus mykiss	Juvenile	Injected	Infectious hematopoietic necrosis virus (IHNV)	μM	25.0	25.0	-	-	Antiviral
RID10035			Arachis hypogaea shell ethanol extract	Mixture	37237796	In vitro	Bacteria				Aeromonas hydrophila	μg/mL	250.0	250.0	-	-	Antibacterial
RID00039	CID:135398735	CAS:13292-46-1	Rifampicin	Compound	28627489	In vivo		Danio rerio	Embryo	Bath	Francisella noatunensis ssp. orientalis	μg/mL	100.0	100.0	-	-	Antipathogenic
RID00039	CID:135398735	CAS:13292-46-1	Rifampicin	Compound	28627489	In vivo		Danio rerio	Embryo	Encapsulated into polylactic-co-glycolic acid (PLGA) nanoparticles & then injected	Francisella noatunensis ssp. orientalis	μg/mL	16.0	16.0	-	-	Antipathogenic
RID00039	CID:135398735	CAS:13292-46-1	Rifampicin	Compound	32207876	In vitro	Bacteria				Aeromonas caviae	μg	30.0	30.0	-	-	Antibacterial
RID10040			Areca catechu fruit ethyl acetate extract	Mixture	38518713	In vitro	AF364041.1				Tetrahymena piriformis	mg/L	50.0-5000.0	2500.0-5000.0	-	-	Antiparasitic
RID10041			Artemisia argyi leaf extract	Compound	31614964	In vitro	WS05				Aeromonas hydrophila	mg/mL	31.25	31.25	-	-	Antibacterial
RID10042			Artemisia capillaries aerial part extract	Compound	31614964	In vitro	WS05				Aeromonas hydrophila	mg/mL	125.0	125.0	-	-	Antibacterial
RID00350			Asperalin A	Compound	36857464	In vitro	Bacteria				Bacillus subtilis	μM	87.3	87.3	-	-	Antibacterial
RID00350			Asperalin A	Compound	36857464	In vitro	Bacteria				Edwardsiella ictaluri	μM	87.3	87.3	-	-	Antibacterial
RID00039	CID:135398735	CAS:13292-46-1	Rifampicin	Compound	28627489	In vivo		Danio rerio	Embryo	Encapsulated into nano structured lipid carriers & then injected	Francisella noatunensis ssp. orientalis	μg/mL	14.6	14.6	-	-	Antipathogenic
RID00350			Asperalin A	Compound	36857464	In vitro	Bacteria				Staphylococcus aureus	μM	21.8	21.8	-	-	Antibacterial
RID10034			Arachis hypogaea shell acetone extract	Mixture	37237796	In vitro	Bacteria				Aeromonas hydrophila	μg/mL	500.0	500.0	-	-	Antibacterial
RID10032			Angelica dahurica root aqueous extract	Mixture	38518713	In vitro	AF364041.1				Tetrahymena piriformis	mg/L	500.0-5000.0	2500.0-5000.0	-	-	Antiparasitic
RID10025			Aloe barbadensis leaf extract	Mixture	35002422	In vivo		Oreochromis niloticus	Fry	Feed		%	1.0-3.0	1.0-3.0	-	-	Growth promoter
RID10025			Aloe barbadensis leaf extract	Mixture	35002422	In vivo		Oreochromis niloticus	Fry	Feed		%	1.0-3.0	1.0-3.0	-	-	Immunostimulant
RID10025			Aloe barbadensis leaf extract	Mixture	35002422	In vivo		Oreochromis niloticus	Fry	Feed		%	1.0-3.0	1.0-3.0	-	-	Weight gain
RID10026			Amomum tsao-ko fruit 95% ethanol extract	Mixture	38812441	In vitro	Bacteria				Salmonella enteritidis	mg/mL	2.5-20.0	2.5-20.0	-	-	Antibacterial
RID10026			Amomum tsao-ko fruit 95% ethanol extract	Mixture	38812441	In vitro	Bacteria				Salmonella typhimurium	mg/mL	2.5-20.0	5.0-20.0	-	-	Antibacterial
RID10027			Amomum tsao-ko fruit dichloromethane extract	Mixture	38812441	In vitro	Bacteria				Salmonella enteritidis	mg/mL	2.5-20.0	10.0-20.0	-	-	Antibacterial
RID10027			Amomum tsao-ko fruit dichloromethane extract	Mixture	38812441	In vitro	Bacteria				Salmonella typhimurium	mg/mL	2.5-20.0	5.0-20.0	-	-	Antibacterial
RID10033			Angelica dahurica root ethyl acetate extract	Mixture	38518713	In vitro	AF364041.1				Tetrahymena piriformis	mg/L	50.0-5000.0	2500.0-5000.0	-	-	Antiparasitic
RID10028			Amomum tsao-ko fruit essential oil	Mixture	38812441	In vitro	Bacteria				Salmonella enteritidis	mg/mL	2.5-20.0	2.5-20.0	-	-	Antibacterial
