id	pubchemid	casrn	chemical_name	substance_type	pmid	experiment_type	cell_tissue_microbe_strain	test_organism	test_organism_lifestage	administration_method	target_organism	unit	administered_dose_range	significant_dose_range	time_to_death_of_target_organism_in_minutes	anthelminthic_efficacy_in_percent	therapeutic_action
RID00213	CID:5282169	CAS:35457-80-8	Medemycin	Compound	32207876	In vitro	Bacteria				Aeromonas caviae	μg	30.0	30.0	-	-	Antibacterial
RID00212	CID:5281915	CAS:303-98-0	Ubiquinone-10	Compound	23194394	In vivo		Perna canaliculus	Adult			μg/cm²	32.0	32.0	-	-	Mitochondrial modulator
RID00200	CID:5281255	CAS:20784-50-3	Isobavachalcone	Compound	38518713	In vivo		Poecilia reticulata	Larva	Water treatment	Tetrahymena piriformis	mg/L	1.25	1.25	-	-	Antiprotozoal
RID00202	CID:5281426	CAS:93-35-6	7-hydroxycoumarin	Compound	39009196	In vitro	Fathead minnow (FHM) cells	Pimephales promelas			Viral hemorrhagic septicemia virus (VHSV)	μg/mL	100.0	100.0	-	-	Antiviral
RID00202	CID:5281426	CAS:93-35-6	7-hydroxycoumarin	Compound	39009196	In vivo		Paralichthys olivaceus		Long term feed	Viral hemorrhagic septicemia virus (VHSV)	mg/kg/day	10.0-100.0	30.0-100.0	-	-	Antiviral
RID00202	CID:5281426	CAS:93-35-6	7-hydroxycoumarin	Compound	39009196	In vivo		Paralichthys olivaceus		Short term feed	Viral hemorrhagic septicemia virus (VHSV)	mg/kg/day	10.0-100.0	10.0-100.0	-	-	Antiviral
RID00203	CID:5281600	CAS:1617-53-4	Amentoflavone	Compound	40076989	In vitro	Bacteria				Aeromonas hydrophila	μg/mL	0.5-512.0	2.0-512.0	-	-	Antibacterial
RID00203	CID:5281600	CAS:1617-53-4	Amentoflavone	Compound	40076989	In vivo		Ictalurus punctatus			Aeromonas hydrophila	mg/kg	20.0	20.0	-	-	Antibacterial
RID00206	CID:5281647	CAS:4773-96-0	Mangiferin	Compound	37255471	In vitro	Micropterus salmoides brain cell (MSBr)	Micropterus salmoides			Micropterus salmoides rhabdovirus (MSRV)	μg/mL	1.0-100.0	50.0-100.0	-	-	Antioxidant
RID00224	CID:5361	CAS:145-63-1	Suramin	Compound	36943056	In vivo		Danio rerio			Spring viremia of carp virus (SVCV)	nmol	50.0	50.0	-	-	Antiviral
RID00206	CID:5281647	CAS:4773-96-0	Mangiferin	Compound	37255471	In vitro	Micropterus salmoides brain cell (MSBr)	Micropterus salmoides			Micropterus salmoides rhabdovirus (MSRV)	μg/mL	6.25-100.0	6.25-100.0	-	-	Antiviral
RID00208	CID:5281666	CAS:491-54-3	Kaempferide	Compound	39387133	In vitro	ALM- 00- 173				Flavobacterium covae	mg/L	46.5-300.3	46.5-300.3	-	-	Antibacterial
RID00209	CID:5281667	CAS:75629-19-5	Kuwanon-G	Compound	33905159	In vitro	Parasite	Trachinotus ovatus			Neobenedenia girellae	mg/L	58.8	58.8	-	-	Antiparasitic
RID00021	CID:1123	CAS:107-35-7	Taurine	Compound	37255471	In vitro	Micropterus salmoides brain cell (MSBr)	Micropterus salmoides			Micropterus salmoides rhabdovirus (MSRV)	μg/mL	1.0-100.0	12.5-100.0	-	-	Antioxidant
RID00021	CID:1123	CAS:107-35-7	Taurine	Compound	37255471	In vitro	Micropterus salmoides brain cell (MSBr)	Micropterus salmoides			Micropterus salmoides rhabdovirus (MSRV)	μg/mL	6.25-100.0	6.25-100.0	-	-	Antiviral
RID00210	CID:5281718	CAS:27208-80-6	Polydatin	Compound	35909695	In vitro	Bacteria				Aeromonas hydrophila	μg/mL	1.0-512.0	2.0-512.0	-	-	Antibacterial
RID00210	CID:5281718	CAS:27208-80-6	Polydatin	Compound	35909695	In vivo		Ictalurus punctatus		Injected	Aeromonas hydrophila	mg/kg	20.0	20.0	-	-	Antibacterial
RID00211	CID:5281806	CAS:18642-23-4	Psoralidin	Compound	26042195	In vitro	Protozoa				Ichthyophthirius multifiliis	mg/L	0.2-2.5	1.0-2.5	-	-	Antiprotozoal
RID00207	CID:5281650	CAS:6147-11-1	α-Mangostin	Compound	29635710	In vitro	ALM-00-173				Flavobacterium columnare	mg/mL	41.0	41.0	-	-	Antibacterial
RID00226	CID:543093	CAS:1633-14-3	2,5-dibromo-1,4-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	Gyrodactylus kobayashii	mg/L	0.373	0.373	-	-	Anthelmintic
RID00227	CID:5464078	CAS:31271-07-5	γ-Mangostin	Compound	29635710	In vitro	ALM-00-173				Flavobacterium columnare	mg/mL	4.0	4.0	-	-	Antibacterial
RID00228	CID:54671203	CAS:564-25-0	Deoxycycline	Compound	32207876	In vitro	Bacteria				Aeromonas caviae	μg	300.0	300.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	20575361	In vitro	ATCC 49512				Flavobacterium columnare	μg	5.0	5.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	20575361	In vitro	ATCC 49512				Flavobacterium columnare	μg/mL	15.63	15.63	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	20575361	In vivo					Flavobacterium columnare	mg/mL	30.0	30.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	29741243	In vitro	ATCC25922				Escherichia coli	μg/mL	1.02-130.0	1.02-130.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	29741243	In vitro	ATCC7966				Aeromonas hydrophila	μg/mL	0.51-16.25	0.51-16.25	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	29741243	In vitro	MF 372510				Aeromonas hydrophila	μg/mL	0.51-4.06	0.51-4.06	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	29741243	In vitro	MF372511				Raoultella ornithinolytica	μg/mL	4.06-260.0	4.06-260.0	-	-	Antibacterial
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	34451721	In vitro	Oomycete				Saprolegnia parasitica	μg/mL	0.032-0.12	0.032-0.12	-	-	Antipathogenic
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	29741243	In vitro	MF565839				Citrobacter freundii	μg/mL	4.06-260.0	4.06-260.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	31905915	In vitro	NS13				Aeromonas veronii bv. sobria	μg/mL	0.057	0.057	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	31905915	In vitro	NS2				Aeromonas veronii bv. sobria	μg/mL	0.061	0.061	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	31905915	In vitro	NS22				Aeromonas veronii bv. sobria	μg/mL	0.045	0.045	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	31905915	In vitro	PDB				Aeromonas veronii bv. sobria	μg/mL	0.072	0.072	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	31905915	In vitro	PdKef				Photobacterium damselae subsp. piscicida	μg/mL	0.071	0.071	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	31905915	In vitro	V1				Vibrio alginolyticus	μg/mL	0.082	0.082	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	31905915	In vitro	Vak				Vibrio anguillarum	μg/mL	0.046	0.046	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	31905915	In vitro	EA011113				Edwardsiella anguillarum	μg/mL	0.115	0.115	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	32966864	In vitro	Bacteria siolated from Colossoma macropomum				Aeromonas hydrophila	μg/mL	0.125-1.0	0.125-1.0	-	-	Antibacterial
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	34451721	In vitro	Oomycete				Aphanomyces astaci	μg/mL	0.02	0.02	-	-	Antipathogenic
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	32966864	In vitro	Bacteria siolated from Colossoma macropomum				Aeromonas hydrophila	g/L	0.0146-0.1172	0.0146-0.1172	-	-	Antibacterial
RID00228	CID:54671203	CAS:564-25-0	Doxycycline	Compound	26851782	In vitro	ATCC25922				Escherichia coli	μg/mL	0.5	0.5	-	-	Antibacterial
RID00228	CID:54671203	CAS:564-25-0	Doxycycline	Compound	26851782	In vitro	Bacteria				Vibrio cholerae	μg/mL	0.062	0.062	-	-	Antibacterial
RID00228	CID:54671203	CAS:564-25-0	Doxycycline	Compound	26851782	In vitro	Bacteria				Vibrio mimicus	μg/mL	0.031	0.031	-	-	Antibacterial
RID00228	CID:54671203	CAS:564-25-0	Doxycycline	Compound	26851782	In vitro	Bacteria				Vibrio vulnificus	μg/mL	0.031	0.031	-	-	Antibacterial
RID00228	CID:54671203	CAS:564-25-0	Doxycycline	Compound	34445533	In vitro	Bacteria				Aeromonas hydrophila	μg/mL	0.25-0.5	0.25-0.5	-	-	Antibacterial
RID00228	CID:54671203	CAS:564-25-0	Doxycycline	Compound	34445533	In vitro	Bacteria				Aeromonas salmonicida	μg/mL	6.25-12.5	6.25-12.5	-	-	Antibacterial
RID00228	CID:54671203	CAS:564-25-0	Doxycycline	Compound	38659458	In vitro	LY21811				Nocardia seriolae	µg/tablet	30.0	30.0	-	-	Antibacterial
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	33178154	In vitro	CBS 223.65				Saprolegnia parasitica	μg/mL	0.8	0.8	-	-	Antifungal
RID00229	CID:54675776	CAS:60-54-8	Tetracycline	Compound	32207876	In vitro	Bacteria				Aeromonas caviae	μg	30.0	30.0	-	-	Antibacterial
RID00229	CID:54675776	CAS:60-54-8	Tetracycline	Compound	37970451	In vitro					Klebsiella pneumoniae	μg/mL	512.0	512.0	-	-	Antibacterial
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	17292447	In vitro	Bacteria				Vibrio fischeri	mg/L	0.031-0.133	0.031-0.133	-	-	Antibacterial
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	25857201	In vitro	Ciliate				Ichthyophthirius multifiliis	mg/L	0.36	0.36	-	-	Antiparasitic
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	25857201	In vitro	Ciliate				Tetrahymena thermophila	mg/L	0.18	0.18	-	-	Antiparasitic
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	30536642	In vitro	CBS 223.65				Saprolegnia parasitica	ppm	5.0	5.0	-	-	Antimicrobial
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	30536642	In vitro	ITT 290/15/15				Saprolegnia delica	ppm	5.0	5.0	-	-	Antimicrobial
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	30536642	In vitro	ITT 320/15/20				Saprolegnia parasitica	ppm	5.0	5.0	-	-	Antimicrobial
RID00229	CID:54675776	CAS:60-54-8	Tetracycline	Compound	33429926	In vitro	Bacteria				Pseudomonas fluorescens	μg	10.0	10.0	-	-	Antibacterial
RID00234	CID:5479529	CAS:55268-75-2	Cefuroxime	Compound	32207876	In vitro	Bacteria				Aeromonas caviae	μg	15.0	15.0	-	-	Antibacterial
RID00235	CID:5479530	CAS:73384-59-5	Ceftriaxone	Compound	37970451	In vitro					Klebsiella pneumoniae	μg/mL	256.0	256.0	-	-	Antibacterial
RID00236	CID:5479537	CAS:88040-23-7	Cefepime	Compound	37970451	In vitro					Klebsiella pneumoniae	μg/mL	256.0	256.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs29 (From Atlantic salmon kidney; 2017)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs30 (From Atlantic salmon kidney; 2018)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs31 (From Atlantic salmon kidney; 2018)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs32 (From Atlantic salmon kidney; 2018)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs33 (From Atlantic salmon kidney; 2018)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs34 (From Atlantic salmon kidney; 2018)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs35 (From Atlantic salmon kidney; 2018)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	S-1 (From Coho salmon spleen; 2014)				Renibacterium salmoninarum	μg/mL	4.0	4.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	35884183	In vitro	Bacteria				Aeromonas hydrophila	μg/mL	2.5	2.5	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	35884183	In vitro	Bacteria			Dosed with 1 µg/mL of Quercetin	Aeromonas hydrophila	μg/mL	0.156	0.156	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	35884183	In vivo		Cyprinus carpio			Aeromonas hydrophila	mg/kg	2.5-10.0	10.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	36857464	In vitro	Bacteria				Edwardsiella ictaluri	μM	1.1	1.1	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	36857464	In vitro	Bacteria				Streptococcus iniae	μM	1.1	1.1	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	36857464	In vitro	Bacteria				Streptococcus parauberis	μM	1.1	1.1	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	38659458	In vitro	LY21811				Nocardia seriolae	µg/tablet	30.0	30.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs28 (From Atlantic salmon kidney; 2017)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs27 (From Atlantic salmon kidney; 2017)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs26 (From Atlantic salmon kidney; 2017)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs25 (From Atlantic salmon kidney; 2017)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs07 (From Coho salmon kidney; 2013)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs08 (From Atlantic salmon kidney; 2013)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs09 (From Atlantic salmon kidney; 2013)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs10 (From Atlantic salmon kidney; 2013)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs11 (From Atlantic salmon kidney; 2013)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs12 (From Atlantic salmon kidney; 2015)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs13 (From Atlantic salmon kidney; 2016)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	38835482	In vitro	Bacteria				Flavobacterium columnare	μg/mL	2.0	2.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs15 (From Coho salmon kidney; 2016)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs17 (From Atlantic salmon kidney; 2016)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs19 (From Atlantic salmon brain; 2016)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs20 (From Atlantic salmon kidney; 2016)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs21 (From Atlantic salmon kidney; 2016)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs22 (From Atlantic salmon liver; 2017)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs23 (From Atlantic salmon kidney; 2017)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs24 (From Atlantic salmon kidney; 2017)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs16 (From Atlantic salmon kidney; 2016)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	39387133	In vitro	ALM- 00- 173				Flavobacterium covae	mg/L	0.36-0.69	0.36-0.69	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	40142452	In vitro					Francisella orientalis	μg/mL	128.0	128.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	40142452	In vitro	Serotype III				Streptococcus agalactiae	μg/mL	5.0-128.0	5.0-128.0	-	-	Antibacterial
RID00242	CID:5742673	CAS:63527-52-6	Cefotaxime	Compound	37970451	In vitro					Klebsiella pneumoniae	μg/mL	256.0-512.0	256.0-512.0	-	-	Antibacterial
RID00242	CID:5742673	CAS:63527-52-6	Claforan	Compound	32207876	In vitro	Bacteria				Aeromonas caviae	μg	250.0	250.0	-	-	Antibacterial
RID00243	CID:5742832	CAS:78110-38-0	Aztreonam	Compound	32207876	In vitro	Bacteria				Aeromonas caviae	μg	30.0	30.0	-	-	Antibacterial
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	26851782	In vitro	ATCC25922				Escherichia coli	μg/mL	4.0	4.0	-	-	Antibacterial
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	26851782	In vitro	Bacteria				Vibrio cholerae	μg/mL	0.5	0.5	-	-	Antibacterial
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	26851782	In vitro	Bacteria				Vibrio mimicus	μg/mL	0.5	0.5	-	-	Antibacterial
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	26851782	In vitro	Bacteria				Vibrio vulnificus	μg/mL	0.5	0.5	-	-	Antibacterial
RID00241	CID:57345804	CAS:32289-58-0	Polyhexamethylene biguanidine hydrochloride	Compound	32720097	In vitro	20170729002HP-S01 (Vo771)				Vibrio owensii	mg/L	4.0	4.0	-	-	Antibacterial
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	30179290	In vitro	ATCC 25922				Escherichia coli	μg	30.0	30.0	-	-	Antibacterial
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	30179290	In vitro	ATCC 33658				Aeromonas salmonicida	μg	30.0	30.0	-	-	Antibacterial
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	30179290	In vitro	ATCC 6633				Bacillus subtilis	μg	30.0	30.0	-	-	Antibacterial
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	30179290	In vitro	BC7321				Lactobacillus plantarum	μg	30.0	30.0	-	-	Antibacterial
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	30179290	In vitro	E42				Yersinia ruckeri	μg	30.0	30.0	-	-	Antibacterial
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	30179290	In vitro	SY-AH2				Aeromonas hydrophila	μg	30.0	30.0	-	-	Antibacterial
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	30179290	In vitro	SY-AJ				Acinetobacter johnsonii	μg	30.0	30.0	-	-	Antibacterial
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	30179290	In vitro	SY-AS1				Aeromonas sobria	μg	30.0	30.0	-	-	Antibacterial
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	30179290	In vitro	ATCC 29177				Streptococcus iniae	μg	30.0	30.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33075142	In vitro	Rs06 (From Coho salmon kidney; 2013)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00241	CID:57345804	CAS:32289-58-0	Polyhexamethylene biguanidine hydrochloride	Compound	32720097	In vitro	20160303005-1 (Vp631)				Vibrio parahaemolyticus	mg/L	6.0	6.0	-	-	Antibacterial
RID00241	CID:57345804	CAS:32289-58-0	Polyhexamethylene biguanidine hydrochloride	Compound	32720097	In vitro	20151115021-3 (Vc5b2)				Vibrio campbellii	mg/L	4.0	4.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	40142452	In vitro	Serotype Ib				Streptococcus agalactiae	μg/mL	4.0-8.0	4.0-8.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	40142452	In vivo		Oreochromis niloticus	Juvenile	Feed	Francisella orientalis	mg/Kg	10.0	10.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	40142452	In vivo	Serotype III	Oreochromis niloticus	Juvenile	Feed	Streptococcus agalactiae	mg/Kg	10.0	10.0	-	-	Antibacterial
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	40142452	In vivo	Serotype Ib	Oreochromis niloticus	Juvenile	Feed	Streptococcus agalactiae	mg/Kg	10.0	10.0	-	-	Antibacterial
RID00240	CID:5578	CAS:738-70-5	Trimethoprim	Compound	37970451	In vitro					Klebsiella pneumoniae	μg/mL	256.0	256.0	-	-	Antibacterial
RID00241	CID:57345804	CAS:32289-58-0	Polyhexamethylene biguanidine hydrochloride	Compound	32720097	In vitro	20130629001AS04 (Vp361)				Vibrio parahaemolyticus	mg/L	6.0	6.0	-	-	Antibacterial
RID00241	CID:57345804	CAS:32289-58-0	Polyhexamethylene biguanidine hydrochloride	Compound	32720097	In vitro	20130629002S01 (Vp362)				Vibrio parahaemolyticus	mg/L	8.0	8.0	-	-	Antibacterial
RID00241	CID:57345804	CAS:32289-58-0	Polyhexamethylene biguanidine hydrochloride	Compound	32720097	In vitro	20151116002-3 (Vp5b1)				Vibrio parahaemolyticus	mg/L	6.0	6.0	-	-	Antibacterial
RID00241	CID:57345804	CAS:32289-58-0	Polyhexamethylene biguanidine hydrochloride	Compound	32720097	In vitro	20130629003S01 (Vc361)				Vibrio campbellii	mg/L	4.0-6.0	4.0-6.0	-	-	Antibacterial
RID00241	CID:57345804	CAS:32289-58-0	Polyhexamethylene biguanidine hydrochloride	Compound	32720097	In vitro	20140624012-1 (Vp461)				Vibrio parahaemolyticus	mg/L	6.0-8.0	6.0-8.0	-	-	Antibacterial
RID00241	CID:57345804	CAS:32289-58-0	Polyhexamethylene biguanidine hydrochloride	Compound	32720097	In vitro	20140722001-1 (Vp471)				Vibrio parahaemolyticus	mg/L	6.0	6.0	-	-	Antibacterial
RID00241	CID:57345804	CAS:32289-58-0	Polyhexamethylene biguanidine hydrochloride	Compound	32720097	In vitro	20140723005 (Vp472)				Vibrio parahaemolyticus	mg/L	6.0-8.0	6.0-8.0	-	-	Antibacterial
